"cust_id","usage_month","usage_year","usage_date","usage_ccf","et_amount","hhsize","irr_area","cust_class","rate_code","meter_size","water_type","sort_index","variable_bill","total_bill","X1","X2","X3","X4","XR1","XR2","XR3","XR4","X5","XR5","hypothetical_usage","baseline_variable_bill","baseline_bill","B1","B2","B3","B4","BR1","BR2","BR3","BR4","B5","BR5","baseline_usage"
833857,1,2014,2014-01-01,5,2.5,4,1134,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14736,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
833858,1,2014,2014-01-01,10,2.5,5,725,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14737,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14.9,26.29,10,0,0,0,14.9,0,0,0,0,0,10
833859,1,2014,2014-01-01,9,2.5,6,1392,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14738,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
833861,1,2014,2014-01-01,14,2.5,4,2213,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14739,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,23.75,35.14,9,3,2,0,13.41,5.1,5.24,0,0,0,14
833862,1,2014,2014-01-01,16,2.5,4,1118,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14740,48,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,33.43,44.82,9,2,3,2,13.41,3.4,7.86,8.76,0,0,16
833863,1,2014,2014-01-01,12,2.5,4,1380,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14741,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,19.43,30.82,9,2,1,0,13.41,3.4,2.62,0,0,0,12
833865,1,2014,2014-01-01,12,2.5,4,2903,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14742,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
833866,1,2014,2014-01-01,6,2.5,4,2101,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14743,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
833867,1,2014,2014-01-01,2,0.91,4,1811,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14744,6,17.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.98,14.37,2,0,0,0,2.98,0,0,0,0,0,2
833868,1,2014,2014-01-01,9,2.5,4,2842,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14745,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
833869,1,2014,2014-01-01,21,2.5,4,2035,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14746,63,74.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,62.23,73.62,9,3,3,4,13.41,5.1,7.86,17.52,2,18.34,21
833872,1,2014,2014-01-01,5,2.5,4,2452,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14747,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
833873,1,2014,2014-01-01,3,2.5,4,2829,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14748,9,20.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.47,15.86,3,0,0,0,4.47,0,0,0,0,0,3
833874,1,2014,2014-01-01,11,2.5,4,3586,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14749,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
833875,1,2014,2014-01-01,43,2.5,4,4042,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14750,129,140.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,235.01,246.4,9,6,4,4,13.41,10.2,10.48,17.52,20,183.4,43
833876,1,2014,2014-01-01,12,2.5,4,2722,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14751,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
833877,1,2014,2014-01-01,33,2.5,4,3967,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14752,99,110.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,143.31,154.7,9,6,4,4,13.41,10.2,10.48,17.52,10,91.7,33
833879,1,2014,2014-01-01,56,2.5,13,3695,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14753,168,179.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,128.56,139.95,31,6,9,9,46.19,10.2,23.58,39.42,1,9.17,56
833881,1,2014,2014-01-01,16,2.5,4,2850,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14754,48,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,28.07,39.46,9,4,3,0,13.41,6.8,7.86,0,0,0,16
833884,1,2014,2014-01-01,10,2.5,4,1803,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14755,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
833887,1,2014,2014-01-01,12,2.56,5,2512,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14756,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17.88,29.27,12,0,0,0,17.88,0,0,0,0,0,12
833889,1,2014,2014-01-01,14,2.5,4,3205,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14757,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
833896,1,2014,2014-01-01,8,2.5,4,4860,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14758,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
833897,1,2014,2014-01-01,40,2.5,5,3000,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14759,120,131.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,199.4,210.79,12,4,4,4,17.88,6.8,10.48,17.52,16,146.72,40
833903,1,2014,2014-01-01,5,2.5,4,907,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14760,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
833904,1,2014,2014-01-01,22,2.5,4,1250,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14761,66,77.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,83.66,95.05,9,2,3,3,13.41,3.4,7.86,13.14,5,45.85,22
833906,1,2014,2014-01-01,34,2.5,6,1039,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14762,102,113.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,143.96,155.35,14,2,4,4,20.86,3.4,10.48,17.52,10,91.7,34
833907,1,2014,2014-01-01,7,2.5,4,1022,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14763,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
833908,1,2014,2014-01-01,12,2.5,5,815,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14764,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17.88,29.27,12,0,0,0,17.88,0,0,0,0,0,12
833909,1,2014,2014-01-01,10,2.5,4,1990,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14765,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
833911,1,2014,2014-01-01,13,2.5,4,1700,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14766,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21.13,32.52,9,3,1,0,13.41,5.1,2.62,0,0,0,13
833914,1,2014,2014-01-01,12,2.5,4,1665,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14767,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
833915,1,2014,2014-01-01,17,2.5,5,6196,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14768,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,26.38,37.77,12,5,0,0,17.88,8.5,0,0,0,0,17
833918,1,2014,2014-01-01,10,2.56,10,3409,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14769,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14.9,26.29,10,0,0,0,14.9,0,0,0,0,0,10
833920,1,2014,2014-01-01,7,2.5,4,2566,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14771,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
833922,1,2014,2014-01-01,5,2.5,4,1508,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14772,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
833924,1,2014,2014-01-01,12,2.5,4,1230,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14773,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,19.43,30.82,9,2,1,0,13.41,3.4,2.62,0,0,0,12
833926,1,2014,2014-01-01,7,2.5,4,1650,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14774,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
833927,1,2014,2014-01-01,3,2.5,4,1556,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14775,9,20.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.47,15.86,3,0,0,0,4.47,0,0,0,0,0,3
833929,1,2014,2014-01-01,6,2.5,4,1286,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14776,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
833931,1,2014,2014-01-01,20,2.5,4,1290,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14777,60,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,65.32,76.71,9,2,3,3,13.41,3.4,7.86,13.14,3,27.51,20
833932,1,2014,2014-01-01,14,2.56,4,1430,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14778,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,24.67,36.06,9,2,3,0,13.41,3.4,7.86,0,0,0,14
833933,1,2014,2014-01-01,13,2.5,4,1746,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14779,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21.13,32.52,9,3,1,0,13.41,5.1,2.62,0,0,0,13
833934,1,2014,2014-01-01,12,2.5,4,1325,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14780,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,19.43,30.82,9,2,1,0,13.41,3.4,2.62,0,0,0,12
833935,1,2014,2014-01-01,15,2.5,4,986,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14781,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30.81,42.2,9,2,2,2,13.41,3.4,5.24,8.76,0,0,15
833936,1,2014,2014-01-01,17,2.44,6,2200,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14782,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,25.96,37.35,14,3,0,0,20.86,5.1,0,0,0,0,17
833941,1,2014,2014-01-01,6,2.5,4,1500,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14783,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
833943,1,2014,2014-01-01,9,2.5,4,1667,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14784,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
833944,1,2014,2014-01-01,20,2.44,4,2998,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14785,60,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,43.83,55.22,9,4,4,3,13.41,6.8,10.48,13.14,0,0,20
833946,1,2014,2014-01-01,13,2.5,4,1604,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14786,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21.13,32.52,9,3,1,0,13.41,5.1,2.62,0,0,0,13
833947,1,2014,2014-01-01,17,2.5,4,2149,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14787,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,33.37,44.76,9,3,4,1,13.41,5.1,10.48,4.38,0,0,17
833951,1,2014,2014-01-01,17,2.51,4,1708,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14788,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,35.13,46.52,9,3,3,2,13.41,5.1,7.86,8.76,0,0,17
833952,1,2014,2014-01-01,8,2.51,4,2857,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14789,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
833953,1,2014,2014-01-01,14,2.57,4,3500,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14790,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
833955,1,2014,2014-01-01,8,2.5,4,4470,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14791,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
833958,1,2014,2014-01-01,5,2.5,4,2514,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14792,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
833961,1,2014,2014-01-01,19,2.5,4,3258,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14793,57,68.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,36.77,48.16,9,5,4,1,13.41,8.5,10.48,4.38,0,0,19
833962,1,2014,2014-01-01,3,2.5,4,1458,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14794,9,20.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.47,15.86,3,0,0,0,4.47,0,0,0,0,0,3
833964,1,2014,2014-01-01,6,2.5,4,1421,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14795,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
833966,1,2014,2014-01-01,4,2.5,4,1404,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14796,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
833968,1,2014,2014-01-01,18,2.5,4,1995,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14797,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,39.51,50.9,9,3,3,3,13.41,5.1,7.86,13.14,0,0,18
833969,1,2014,2014-01-01,36,2.5,4,3200,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14798,108,119.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,184.84,196.23,9,5,3,4,13.41,8.5,7.86,17.52,15,137.55,36
833971,1,2014,2014-01-01,15,2.51,6,1797,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14799,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,22.56,33.95,14,1,0,0,20.86,1.7,0,0,0,0,15
833973,1,2014,2014-01-01,22,2.51,4,1500,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14800,66,77.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,83.66,95.05,9,2,3,3,13.41,3.4,7.86,13.14,5,45.85,22
833975,1,2014,2014-01-01,18,2.51,4,1096,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14801,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,46.98,58.37,9,2,3,3,13.41,3.4,7.86,13.14,1,9.17,18
833976,1,2014,2014-01-01,18,2.51,8,1781,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14802,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,26.82,38.21,18,0,0,0,26.82,0,0,0,0,0,18
833978,1,2014,2014-01-01,13,2.51,4,901,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14803,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,22.05,33.44,9,2,2,0,13.41,3.4,5.24,0,0,0,13
833982,1,2014,2014-01-01,11,2.45,4,3036,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14804,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
833988,1,2014,2014-01-01,9,2.57,4,3200,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14805,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
833992,1,2014,2014-01-01,16,2.51,4,1606,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14806,48,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,30.75,42.14,9,3,3,1,13.41,5.1,7.86,4.38,0,0,16
833996,1,2014,2014-01-01,16,2.45,4,2100,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14807,48,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,30.75,42.14,9,3,3,1,13.41,5.1,7.86,4.38,0,0,16
833999,1,2014,2014-01-01,21,2.51,5,3710,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14808,63,74.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,36.86,48.25,12,5,4,0,17.88,8.5,10.48,0,0,0,21
834003,1,2014,2014-01-01,10,2.51,4,1950,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14810,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834005,1,2014,2014-01-01,19,2.51,4,1434,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14811,57,68.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,56.15,67.54,9,2,3,3,13.41,3.4,7.86,13.14,2,18.34,19
834008,1,2014,2014-01-01,12,2.51,5,2592,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14812,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17.88,29.27,12,0,0,0,17.88,0,0,0,0,0,12
834009,1,2014,2014-01-01,10,2.51,4,2000,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14813,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834010,1,2014,2014-01-01,18,2.51,4,2100,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14814,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,37.75,49.14,9,3,4,2,13.41,5.1,10.48,8.76,0,0,18
834012,1,2014,2014-01-01,9,2.51,4,1813,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14815,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834014,1,2014,2014-01-01,14,2.51,4,2700,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14816,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,22.83,34.22,9,4,1,0,13.41,6.8,2.62,0,0,0,14
834019,1,2014,2014-01-01,17,2.5,4,1337,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14817,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,37.81,49.2,9,2,3,3,13.41,3.4,7.86,13.14,0,0,17
834022,1,2014,2014-01-01,10,2.5,4,2055,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14818,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834023,1,2014,2014-01-01,26,2.5,6,1819,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14819,78,89.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,63.13,74.52,14,3,4,4,20.86,5.1,10.48,17.52,1,9.17,26
834024,1,2014,2014-01-01,14,2.5,4,1511,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14820,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,24.67,36.06,9,2,3,0,13.41,3.4,7.86,0,0,0,14
834025,1,2014,2014-01-01,9,2.5,4,1950,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14821,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834026,1,2014,2014-01-01,10,2.5,4,1385,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14822,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834028,1,2014,2014-01-01,16,2.44,6,2673,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14823,48,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,24.26,35.65,14,2,0,0,20.86,3.4,0,0,0,0,16
834029,1,2014,2014-01-01,12,2.56,5,3420,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14824,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17.88,29.27,12,0,0,0,17.88,0,0,0,0,0,12
834033,1,2014,2014-01-01,17,2.5,4,3907,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14825,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,28.85,40.24,9,6,2,0,13.41,10.2,5.24,0,0,0,17
834036,1,2014,2014-01-01,5,2.56,4,2035,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14826,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
834040,1,2014,2014-01-01,23,2.5,4,2745,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14827,69,80.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,71.34,82.73,9,4,4,3,13.41,6.8,10.48,13.14,3,27.51,23
834044,1,2014,2014-01-01,14,2.5,5,3817,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14828,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.28,32.67,12,2,0,0,17.88,3.4,0,0,0,0,14
834047,1,2014,2014-01-01,20,2.5,7,4552,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14829,60,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30.43,41.82,17,3,0,0,25.33,5.1,0,0,0,0,20
834048,1,2014,2014-01-01,12,2.5,4,5214,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14830,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834049,1,2014,2014-01-01,13,2.5,4,1265,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14831,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,22.05,33.44,9,2,2,0,13.41,3.4,5.24,0,0,0,13
834050,1,2014,2014-01-01,12,2.5,4,6889,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14832,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834052,1,2014,2014-01-01,11,2.5,4,4100,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14833,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834055,1,2014,2014-01-01,20,2.5,4,2660,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14834,60,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,43.83,55.22,9,4,4,3,13.41,6.8,10.48,13.14,0,0,20
834056,1,2014,2014-01-01,14,2.5,4,3064,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",14835,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
