"cust_id","usage_month","usage_year","usage_date","usage_ccf","et_amount","hhsize","irr_area","cust_class","rate_code","meter_size","water_type","sort_index","variable_bill","total_bill","X1","X2","X3","X4","XR1","XR2","XR3","XR4","X5","XR5","hypothetical_usage","baseline_variable_bill","baseline_bill","B1","B2","B3","B4","BR1","BR2","BR3","BR4","B5","BR5","baseline_usage"
834832,1,2014,2014-01-01,13,2.52,4,2610,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15141,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834833,1,2014,2014-01-01,11,2.52,4,3475,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15142,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834834,1,2014,2014-01-01,3,2.52,4,3385,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15143,9,20.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.47,15.86,3,0,0,0,4.47,0,0,0,0,0,3
834836,1,2014,2014-01-01,11,2.58,4,8161,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15144,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834839,1,2014,2014-01-01,15,2.57,4,2610,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15145,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25.45,36.84,9,4,2,0,13.41,6.8,5.24,0,0,0,15
834840,1,2014,2014-01-01,15,2.51,4,2650,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15146,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25.45,36.84,9,4,2,0,13.41,6.8,5.24,0,0,0,15
834842,1,2014,2014-01-01,24,2.45,4,2655,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15147,72,83.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,82.27,93.66,9,4,3,4,13.41,6.8,7.86,17.52,4,36.68,24
834843,1,2014,2014-01-01,1,2.51,4,2100,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15148,3,14.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.49,12.88,1,0,0,0,1.49,0,0,0,0,0,1
834845,1,2014,2014-01-01,13,2.51,4,2060,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15149,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21.13,32.52,9,3,1,0,13.41,5.1,2.62,0,0,0,13
834849,1,2014,2014-01-01,46,2.51,5,7450,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15150,138,149.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,186,197.39,12,11,5,6,17.88,18.7,13.1,26.28,12,110.04,46
834852,1,2014,2014-01-01,10,2.51,4,2015,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15151,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834854,1,2014,2014-01-01,14,2.51,4,9225,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15152,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
834855,1,2014,2014-01-01,7,2.51,4,9910,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15153,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
834856,1,2014,2014-01-01,17,2.52,4,7350,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15154,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,27.01,38.4,9,8,0,0,13.41,13.6,0,0,0,0,17
834858,1,2014,2014-01-01,7,2.52,4,5038,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15155,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
834860,1,2014,2014-01-01,11,2.52,4,2275,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15156,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834862,1,2014,2014-01-01,13,2.52,4,4535,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15157,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834864,1,2014,2014-01-01,6,2.58,4,2194,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15158,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834865,1,2014,2014-01-01,8,2.58,4,3000,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15159,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834868,1,2014,2014-01-01,15,2.48,4,9125,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15160,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,23.61,35,9,6,0,0,13.41,10.2,0,0,0,0,15
834869,1,2014,2014-01-01,15,2.48,4,14407,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15161,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,23.61,35,9,6,0,0,13.41,10.2,0,0,0,0,15
834873,1,2014,2014-01-01,12,2.48,4,3780,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15162,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834875,1,2014,2014-01-01,8,2.48,4,1750,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15163,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834879,1,2014,2014-01-01,4,2.48,4,3503,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15164,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834881,1,2014,2014-01-01,17,2.48,4,3285,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15165,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,29.77,41.16,9,5,3,0,13.41,8.5,7.86,0,0,0,17
834883,1,2014,2014-01-01,32,2.48,5,2630,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15166,96,107.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,133.51,144.9,12,3,4,4,17.88,5.1,10.48,17.52,9,82.53,32
834884,1,2014,2014-01-01,18,2.48,4,2625,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15167,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,36.83,48.22,9,4,3,2,13.41,6.8,7.86,8.76,0,0,18
834888,1,2014,2014-01-01,6,2.48,4,3215,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15168,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834894,1,2014,2014-01-01,9,2.48,4,5205,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15169,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834896,1,2014,2014-01-01,14,2.48,4,3775,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15170,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
834897,1,2014,2014-01-01,12,2.48,4,3350,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15171,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834898,1,2014,2014-01-01,8,2.48,4,3150,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15172,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834900,1,2014,2014-01-01,10,2.48,4,4325,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15173,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834901,1,2014,2014-01-01,13,2.48,4,4825,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15174,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834902,1,2014,2014-01-01,9,2.48,4,4450,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15175,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834903,1,2014,2014-01-01,33,2.48,6,7553,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15176,99,110.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,64.04,75.43,14,11,6,2,20.86,18.7,15.72,8.76,0,0,33
834907,1,2014,2014-01-01,12,2.48,4,7761,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15177,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834908,1,2014,2014-01-01,14,2.48,4,2856,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15178,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,22.83,34.22,9,4,1,0,13.41,6.8,2.62,0,0,0,14
834910,1,2014,2014-01-01,18,2.48,4,6720,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15179,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,28.71,40.1,9,9,0,0,13.41,15.3,0,0,0,0,18
834911,1,2014,2014-01-01,12,2.48,4,3772,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15180,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834912,1,2014,2014-01-01,10,2.48,4,4705,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15181,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834914,1,2014,2014-01-01,6,2.48,4,4021,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15182,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834916,1,2014,2014-01-01,4,2.48,5,4501,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15183,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834918,1,2014,2014-01-01,12,2.48,4,5140,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15184,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834919,1,2014,2014-01-01,4,2.48,4,6534,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15185,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834920,1,2014,2014-01-01,6,2.48,4,1923,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15186,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834923,1,2014,2014-01-01,14,2.48,4,10000,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15187,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
834924,1,2014,2014-01-01,18,2.48,4,2847,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15188,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,35.07,46.46,9,4,4,1,13.41,6.8,10.48,4.38,0,0,18
834925,1,2014,2014-01-01,23,2.48,4,4790,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15189,69,80.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,48.93,60.32,9,7,4,3,13.41,11.9,10.48,13.14,0,0,23
834928,1,2014,2014-01-01,14,2.48,4,3472,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15190,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
834929,1,2014,2014-01-01,8,2.48,4,1869,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15191,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834931,1,2014,2014-01-01,5,2.48,4,4886,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15192,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
834933,1,2014,2014-01-01,14,2.48,4,4409,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15193,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
834940,1,2014,2014-01-01,6,2.48,4,3231,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15194,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834942,1,2014,2014-01-01,25,2.48,8,3588,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15195,75,86.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,39.43,50.82,19,5,1,0,28.31,8.5,2.62,0,0,0,25
834944,1,2014,2014-01-01,24,2.48,4,2420,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15196,72,83.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,87.06,98.45,9,4,3,3,13.41,6.8,7.86,13.14,5,45.85,24
834945,1,2014,2014-01-01,7,2.48,4,1776,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15197,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
834950,1,2014,2014-01-01,6,2.48,4,3147,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15198,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834957,1,2014,2014-01-01,14,2.48,8,2271,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15199,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,20.86,32.25,14,0,0,0,20.86,0,0,0,0,0,14
834959,1,2014,2014-01-01,34,2.48,4,2711,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15200,102,113.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,172.21,183.6,9,4,4,3,13.41,6.8,10.48,13.14,14,128.38,34
834960,1,2014,2014-01-01,15,2.48,4,2115,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15201,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,26.37,37.76,9,3,3,0,13.41,5.1,7.86,0,0,0,15
834964,1,2014,2014-01-01,11,2.48,4,2087,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15202,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834965,1,2014,2014-01-01,5,2.48,4,2931,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15203,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
834966,1,2014,2014-01-01,10,2.48,4,2883,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15204,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834969,1,2014,2014-01-01,5,2.48,4,3048,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15205,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
834972,1,2014,2014-01-01,19,2.48,4,4103,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15206,57,68.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,34.09,45.48,9,6,4,0,13.41,10.2,10.48,0,0,0,19
834974,1,2014,2014-01-01,8,2.48,4,4043,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15207,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834975,1,2014,2014-01-01,7,2.48,8,4833,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15208,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
834978,1,2014,2014-01-01,6,2.48,4,7115,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15209,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834979,1,2014,2014-01-01,41,2.48,8,9988,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15210,123,134.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,73.07,84.46,19,14,8,0,28.31,23.8,20.96,0,0,0,41
834980,1,2014,2014-01-01,17,2.48,4,7585,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15211,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,27.01,38.4,9,8,0,0,13.41,13.6,0,0,0,0,17
834982,1,2014,2014-01-01,16,2.48,4,4240,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15212,48,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,26.23,37.62,9,6,1,0,13.41,10.2,2.62,0,0,0,16
834983,1,2014,2014-01-01,14,2.48,4,2904,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15213,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,22.83,34.22,9,4,1,0,13.41,6.8,2.62,0,0,0,14
834986,1,2014,2014-01-01,18,2.48,4,4942,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15214,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,30.55,41.94,9,7,2,0,13.41,11.9,5.24,0,0,0,18
834987,1,2014,2014-01-01,10,2.48,5,7000,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15215,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14.9,26.29,10,0,0,0,14.9,0,0,0,0,0,10
834989,1,2014,2014-01-01,4,2.48,4,8300,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15216,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834990,1,2014,2014-01-01,8,2.48,4,2113,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15217,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834993,1,2014,2014-01-01,15,2.48,8,7896,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15218,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,22.35,33.74,15,0,0,0,22.35,0,0,0,0,0,15
834994,1,2014,2014-01-01,18,2.48,4,8100,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15219,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,28.71,40.1,9,9,0,0,13.41,15.3,0,0,0,0,18
834995,1,2014,2014-01-01,8,2.48,4,4446,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15220,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834998,1,2014,2014-01-01,25,2.52,6,5934,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15221,75,86.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,41.4,52.79,14,9,2,0,20.86,15.3,5.24,0,0,0,25
834999,1,2014,2014-01-01,13,2.52,4,5295,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15222,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
835000,1,2014,2014-01-01,9,2.52,4,7053,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15223,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
835006,1,2014,2014-01-01,22,2.48,4,1933,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15224,66,77.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,76.19,87.58,9,3,3,3,13.41,5.1,7.86,13.14,4,36.68,22
835010,1,2014,2014-01-01,7,2.48,4,3340,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15225,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
835012,1,2014,2014-01-01,10,2.48,4,2144,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15226,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
835015,1,2014,2014-01-01,3,2.48,4,3510,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15227,9,20.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.47,15.86,3,0,0,0,4.47,0,0,0,0,0,3
835017,1,2014,2014-01-01,10,2.48,4,3300,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15228,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
835022,1,2014,2014-01-01,17,2.52,4,2882,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15229,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,30.69,42.08,9,4,4,0,13.41,6.8,10.48,0,0,0,17
835024,1,2014,2014-01-01,33,2.52,4,4796,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15230,99,110.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,131.05,142.44,9,7,4,5,13.41,11.9,10.48,21.9,8,73.36,33
835029,1,2014,2014-01-01,13,2.52,4,1910,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15231,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21.13,32.52,9,3,1,0,13.41,5.1,2.62,0,0,0,13
835031,1,2014,2014-01-01,25,2.52,4,4100,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15232,75,86.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,69.95,81.34,9,6,4,4,13.41,10.2,10.48,17.52,2,18.34,25
835033,1,2014,2014-01-01,10,2.48,4,15835,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15233,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
835034,1,2014,2014-01-01,16,2.48,4,11710,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15234,48,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,25.31,36.7,9,7,0,0,13.41,11.9,0,0,0,0,16
835035,1,2014,2014-01-01,12,2.48,4,1150,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15235,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,19.43,30.82,9,2,1,0,13.41,3.4,2.62,0,0,0,12
835036,1,2014,2014-01-01,19,2.48,9,8742,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15236,57,68.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,28.31,39.7,19,0,0,0,28.31,0,0,0,0,0,19
835038,1,2014,2014-01-01,6,2.48,4,8651,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15237,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
835039,1,2014,2014-01-01,1,2.48,4,8632,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15238,3,14.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.49,12.88,1,0,0,0,1.49,0,0,0,0,0,1
835040,1,2014,2014-01-01,21,2.48,4,8069,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15239,63,74.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,33.81,45.2,9,12,0,0,13.41,20.4,0,0,0,0,21
835041,1,2014,2014-01-01,9,2.48,4,7125,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15240,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
835043,1,2014,2014-01-01,10,2.48,4,2062,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15241,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
